sbt1_1928,sbt1_1929,sbt1_1930,sbt1_1931,sbt1_1932,sbt1_1933,sbt1_1934,sbt1_1935,sbt1_1936,sbt1_1937,sbt1_1938,sbt1_1939,sbt1_1940,sbt1_1941,sbt1_1942,sbt1_1943,sbt1_1944,sbt1_1945,sbt1_1946,sbt1_1947,sbt1_1948,sbt1_1949,sbt1_1950,sbt1_1951,sbt1_1952,sbt1_1953,sbt1_1954,sbt1_1955,sbt1_1956,sbt1_1957,sbt1_1958,sbt1_1959,sbt1_1960,sbt1_1961,sbt1_1962,sbt1_1963,sbt1_1964,sbt1_1965,sbt1_1966,sbt1_1967,sbt1_1968,sbt1_1969,sbt1_1970,sbt1_1971,sbt1_1972,sbt1_1973,sbt1_1974,sbt1_1975,sbt1_1976,sbt1_1977,sbt1_1978,sbt1_1979,sbt1_1980,sbt1_1981,sbt1_1982,sbt1_1983,sbt1_1984,sbt1_1985,sbt1_1986,sbt1_1987,sbt1_1988,sbt1_1989,sbt1_1990,sbt1_1991,sbt1_1992,sbt1_1993,sbt1_1994,sbt1_1995,sbt1_1996,sbt1_1997,sbt1_1998,sbt1_1999,sbt1_2000,sbt1_2001,sbt1_2002,sbt1_2003
44220.6,42609.3,41223.3,36933.4,33038.8,31984.9,29962.3,26955.2,22356.1,19018.3,17452.6,14975.9,12927.6,13540.5,14382.6,12961.2,9110.26,5638.39,3439.6,3970.42,6677.56,9736.24,9686,8456.33,7294.75,6645.01,4558.16,3884.57,3137.68,2493.2,2664.86,3603.6,4606.19,4514.87,4211.18,3946.57,3718.19,3185.24,2915.68,3221.76,3490.78,3476.75,2992.69,2858.47,2484.3,2176.95,2380.34,2702.69,2962.52,2830.94,2235.82,1745.38,1591.45,1190.07,1017.62,1327.93,1463.78,1253.14,1091.27,1060.34,1083.52,1125.05,1286.72,1592.78,1994.59,2474.89,2889.13,3161.33,3553.37,4402.7,5178.22,5806.69,6219.38,6985.21,7850.15,7954.23
31314.8,29164.9,27482.7,23538.5,20721.5,21204.3,21741.2,22705.5,20835.8,18023.3,15957.1,11939.6,9154.05,9470.59,10321.4,9971.52,5173.2,2336.85,2853.1,3571.62,6055.01,8293.24,7270.28,5300.54,3893.77,4373.86,4278.99,5152.24,4364.52,3272.01,3760.09,5480.74,6041.9,4325.15,3022.64,2570.47,2595.29,2051.76,1949.15,2078.89,2130.64,2177.75,1958.77,1891.99,1861.38,1911.83,1970.61,2063.5,2268.32,2161.31,1524.6,1058.71,967.852,896.193,931.223,1321.58,1297.66,964.833,806.71,766.341,797.655,821.124,958.023,1173.7,1393.97,1610.65,1785.97,1905.75,2111.76,2557.4,2932.27,3386.88,3817.25,4381.28,5028.44,5297.26
33010,30871.1,29321.5,25306.4,22144.9,22275.1,21532.3,20350,17853.5,15288.6,14411.9,13351.7,11989.9,11031.5,10216.4,9921.04,7229.58,3888.56,2795.67,2618.89,3919.76,4518.72,3456.13,2837.63,2566.92,3072.34,2513.65,2285.74,1734.81,1661.88,2470.07,3642.73,3771.05,3035.31,2527.62,2071.46,2103.62,1668.89,1907.45,2414.28,2998.89,3140.54,2564.22,2562.45,2239.51,1810.3,1802.06,1947.15,2249.67,2379.32,1935,1348.34,1221.55,1186.66,1133.09,1452.65,1363.58,1078.29,953.293,889.86,915.703,909.508,1053.53,1353.15,1645.46,1897.52,2083.07,2207.19,2515.93,2879.22,3113.69,3446.26,3664.13,4005.02,4368.91,4639.04
34962.1,32573.3,30903.8,27765.3,25121.3,24541.3,22722,19974,16499.6,13911.9,13209.6,12464.9,10861.3,9738.12,9062.98,8283.72,5863.79,2878.72,1506.22,1892.61,3191.31,4003.83,3338.77,2657.02,2357.5,2905.06,2825.25,4133.34,4076.61,2902.67,2772.25,3126.11,2850.77,1920.01,1658.79,1661.12,1845.95,1746.74,1860.56,2140.39,2805,3108.46,2652.68,2593.33,2299.69,1882.93,1870.52,2162.74,2561.8,2822.37,2295.42,1692.26,1619.98,1556.46,1359.94,1362.96,1209.87,958.147,830.331,774.185,777.008,815.868,1047.43,1367.58,1823.52,2306.29,2526.35,2642.38,2869.73,3128.86,3349,3675.31,3968.6,4435.57,4871.4,5476.31
30290.7,28026.8,26414.1,24551.3,22741.3,22328.4,21031.1,18590.6,16037.5,14169.2,13764.2,13112.9,11829.7,10991,10415.3,10053,8729.23,5315.63,1723.01,1566.38,2437.89,3235.13,2536.42,1942.92,1605.03,1590.88,1556.53,2204.71,2517.85,2484.8,2740.27,3409.78,3195.58,1922.62,1397.71,1295.28,1515.22,1663.51,1764.67,1779.02,2445.43,2910.5,2218.77,2122.18,1943.18,1626.78,1644.08,1672.51,2071.94,2385.18,1972.12,1570.24,1545.61,1607.65,1812.56,1916.53,1570.91,1219.06,1070.19,1032.53,1093.02,1176.09,1477.13,1897.26,2246.61,2652.56,3001.9,3220.62,3674.1,4181.45,4371.62,4639.81,4952.82,5428.66,5920.66,6496.07
30688.7,28637,27974.3,28475.4,28084.4,32440.7,35954,32028.5,26732.3,23753.1,22256.2,18969.4,15378.4,13136.7,11536.7,9808.66,7653.99,4264.16,1743.63,2237.89,3407.33,5325.89,5827.94,5023.24,3569.42,3011.21,2775.39,3609.63,4145.25,4358.02,4379.23,4180.47,3353.02,2396.66,2312.02,1714.64,1634.93,1662.19,1799.96,1950.14,2320.8,2122.02,1669.58,1778.74,1448.08,1386.05,1566.43,1625.74,1802.52,1834.8,1602.21,1438.35,1493.17,1502.22,1768.11,1923.31,1496.36,1112.6,967.233,919.705,940.865,952.786,1050.86,1251.42,1536.95,1829.03,2036.63,2210.03,2447.91,2793.73,2991.7,3411.49,3910.43,4388.02,5027.93,5626.17
29585.2,26769,25886.4,24865.6,23218.4,24315.8,24830.6,21390.4,18014.7,15696.1,14181.1,12542.1,11129.5,10584.1,9456.53,9139.21,7505.03,3997.29,1969.05,2301.61,2792.12,3552.2,3769.98,3349.22,2621.45,2617.55,2158.72,2472.9,3361.35,3604.13,2821.78,2630.94,2284.89,1936.93,1996.05,1633.87,1605.78,1702.18,1831.83,2281.5,2704.99,2019.17,1671.33,1997.87,1996.04,2007.4,2105.93,2100.71,2178.54,2183.33,2030.37,1816.85,1752.96,1772.29,1916.81,2056.25,1544.47,1085.48,989.977,996.793,1067.84,1136.83,1227.14,1504.71,1853.27,2152.27,2516.66,2804.75,3006.42,3250.95,3390.33,3640.95,3959.56,4419.31,5050.87,5596.48
26702.6,24146.2,22492.2,20797.6,18784.4,17220.4,14800.1,10523.8,8391.43,8657.24,9031.48,8158.42,8028.98,8674.11,7768.28,7446.78,6514.59,3536.21,1755.62,2231.35,2831.1,4330.44,4887.11,4031.56,3048.9,2584.11,1946.26,1799.79,2085.82,2484.09,2880.62,3596.59,3844.24,3188.71,3095.71,2923.35,2425.8,2324.19,2205.34,2272.11,2697.54,2345.81,1969.06,2121.89,1954.88,1899.58,1954.69,1935.05,2107.29,2121.63,2001.39,1747.33,1565.11,1598.18,1779.76,1915.16,1578.43,1262.78,1153.23,1095.72,1074.26,1066.42,1090.93,1234.42,1475.42,1748.6,2167.04,2534.86,2722.16,2863.55,2891.93,2917.15,2970.76,3208.54,3797.5,4365.15
26863.6,24841.8,23167.7,20583.9,18476.2,17485.4,16288.4,12924.9,10696.7,12836.8,15008.9,14672.8,13831.4,13003.8,11871.3,10680.2,9394.24,6362.22,2086.84,2066.85,2891.88,4962.85,5792.71,4798.42,4185.08,4485.83,4183.87,4073.36,4025.81,3651.1,3322.04,3326.52,3353.85,2702.41,2874.71,3027.79,2708.29,2728.46,2820.53,2940.27,3046.32,2586.27,2110.32,2260.75,2539.97,2710.38,2640.77,2791.34,3006.54,2930.24,2876.67,2231.96,1768.5,1739.12,1842,1952.89,1495.26,1098.71,996.281,964.701,980.878,1009.27,1053.32,1167.17,1283.69,1494.16,1758.32,1957.62,2113,2213.87,2251.94,2268.11,2392.31,2594.85,3176.45,3949.32
31249.4,28457,26109,23780.4,22009.5,20552.6,18883.5,16041.9,13198.6,14741.9,16657.1,15385.1,13636.4,12270.7,10853.2,9260.48,7289.04,5242.92,2537.61,2025.04,2846.34,4862.13,5613.05,4700.32,4470.52,4988.08,4702.64,4853.01,5240.26,4470.86,3608.29,3642.29,3776.08,3548.5,4470.72,5090.91,4334.66,4072.34,3969.72,4203.32,4640.67,4328.25,4132.47,4347.42,4569.9,4687.15,4381.74,4228.75,4240.15,4052.45,3734.02,3210.08,2863.48,2757.33,2916.08,2790.37,2273.58,1950.94,1777.9,1673.76,1721.86,1712.96,1710.24,1906.88,2121.89,2541.44,2967,3353.72,3688.89,3791.8,3804.89,3771.97,3915.86,4272.09,5331.96,6870.15
